,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,1.0,5.0,4.0,2.0,2.0,0.0,10.0,8.0,6.0,0.4444444444444444,0.8,0.5714285714285714,0.2222222222222222,0.4,0.2857142857142857,0.0,0.2
2,2.0,6.0,3.0,3.0,0.0,0.0,11.0,11.0,8.0,0.3333333333333333,0.6,0.42857142857142855,0.16666666666666666,0.3,0.21428571428571427,0.0,0.0
3,3.0,5.0,2.0,1.0,0.0,1.0,9.0,9.0,8.0,0.2857142857142857,0.4,0.3333333333333333,0.21428571428571427,0.3,0.25,0.5,0.2
4,2.0,5.0,3.0,0.0,1.0,2.0,8.0,7.0,7.0,0.375,0.6,0.4615384615384615,0.3125,0.5,0.38461538461538464,0.6666666666666666,0.5
5,4.0,5.0,1.0,0.0,1.0,0.0,10.0,9.0,9.0,0.16666666666666666,0.2,0.1818181818181818,0.08333333333333333,0.1,0.0909090909090909,0.0,0.1
mean,2.4,5.2,2.6,1.2,0.8,0.6,9.6,8.8,7.6,0.321031746031746,0.52,0.3953379953379953,0.1998015873015873,0.32,0.24510489510489508,0.2333333333333333,0.2
std,1.140175425099138,0.44721359549995787,1.140175425099138,1.3038404810405297,0.8366600265340756,0.8944271909999159,1.1401754250991378,1.4832396974191326,1.1401754250991378,0.10412792174374608,0.22803508501982758,0.14656921801097886,0.08377974722057631,0.14832396974191325,0.10707757617612185,0.32489314482696546,0.18708286933869708
