,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,2.0,2.0,3.0,1.0,2.0,0.0,7.0,5.0,4.0,0.6,0.6,0.6,0.3,0.3,0.3,0.0,0.2
2,2.0,0.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,0.6,0.7499999999999999,0.8333333333333334,0.5,0.625,0.6666666666666666,0.5
3,2.0,2.0,3.0,1.0,0.0,2.0,5.0,5.0,4.0,0.6,0.6,0.6,0.5,0.5,0.5,0.6666666666666666,0.4
4,3.0,1.0,2.0,0.0,1.0,1.0,5.0,4.0,4.0,0.6666666666666666,0.4,0.5,0.5,0.3,0.37499999999999994,0.5,0.3
5,2.0,1.0,3.0,1.0,2.0,0.0,6.0,4.0,3.0,0.75,0.6,0.6666666666666665,0.375,0.3,0.33333333333333326,0.0,0.2
mean,2.2,1.2,2.8,0.6,1.2,1.0,5.2,4.0,3.4,0.7233333333333334,0.5599999999999999,0.6233333333333333,0.5016666666666667,0.38,0.42666666666666664,0.36666666666666664,0.32
std,0.4472135954999579,0.8366600265340756,0.4472135954999579,0.5477225575051662,0.8366600265340756,1.0,1.4832396974191326,1.224744871391589,0.8944271909999159,0.16649991658322905,0.08944271909999157,0.09249624617007735,0.20415816308821835,0.10954451150103323,0.1342934183875823,0.3415650255319866,0.13038404810405296
