epoch,train_loss,val_loss,train_mae,val_mae,train_r2,val_r2,lr,epoch_seconds,cumulative_updates,batches_per_epoch,effective_epochs,effective_updates
1,0.4060264229774475,0.3926365375518799,0.4879149983723958,0.49446435546875,0.5918499813819666,0.6130492602981712,0.0008,17.9511435,16,16,60,960
2,0.2857833504676819,0.26292872428894043,0.4171509602864583,0.39966890462239585,0.7136822167205985,0.74079477173376,0.0008,0.07858904100000075,32,16,60,960
3,0.2775970697402954,0.25668561458587646,0.41011572265625,0.39669417317708333,0.7225071877816867,0.7469143474369075,0.0008,0.07216524999999763,48,16,60,960
4,0.2747943699359894,0.25498414039611816,0.40802408854166666,0.3944757486979167,0.7259152848966037,0.7486232491140234,0.0008,0.07755554199999892,64,16,60,960
5,0.27404671907424927,0.25733712315559387,0.4079016927083333,0.39723396809895833,0.7259972265440473,0.7462674662179626,0.0008,0.07754758299999764,80,16,60,960
6,0.2737734913825989,0.25501102209091187,0.40691084798177085,0.394284423828125,0.7265812388485093,0.7485806768977181,0.0008,0.07420183399999303,96,16,60,960
7,0.2717522978782654,0.2557083070278168,0.40585762532552083,0.39503092447916666,0.7279944595984169,0.7479229922773662,0.0008,0.07454987500000243,112,16,60,960
8,0.26862668991088867,0.2557413578033447,0.4041259765625,0.3953092447916667,0.7309444500468116,0.747863022375678,0.0008,0.07960083399999007,128,16,60,960
9,0.27062633633613586,0.255871057510376,0.4052447102864583,0.39522745768229167,0.7287736922103369,0.7477352455965129,0.0008,0.07367062500000543,144,16,60,960
10,0.2722991108894348,0.256090372800827,0.4064158528645833,0.3954799397786458,0.7278788279080185,0.7475230659911418,0.0008,0.07687299999999198,160,16,60,960
11,0.2697097063064575,0.25493958592414856,0.4041612955729167,0.394567138671875,0.7302301717945953,0.7486584653965322,0.0008,0.07601904099999501,176,16,60,960
12,0.2690344452857971,0.25545501708984375,0.40463130696614585,0.39409423828125,0.7307013183766148,0.7481468772378798,0.00068,0.07374041599999259,192,16,60,960
13,0.2677944302558899,0.2553769648075104,0.40319791666666666,0.3945392252604167,0.7317326572511644,0.7482252469957676,0.00068,0.07410062499999981,208,16,60,960
14,0.26520735025405884,0.2554960250854492,0.4013448893229167,0.39458064778645835,0.7345549056629266,0.7481118213027018,0.00068,0.07629112499999735,224,16,60,960
15,0.26884040236473083,0.2561906576156616,0.40387577311197914,0.3956597900390625,0.7310362395264907,0.7474395651186709,0.00068,0.07462695799999608,240,16,60,960
16,0.267943412065506,0.25613167881965637,0.40311881510416664,0.3950858968098958,0.7319938794487434,0.7474812153378246,0.00068,0.0743109579999981,256,16,60,960
17,0.26796823740005493,0.25567588210105896,0.4034710693359375,0.3953468424479167,0.7314804678706031,0.74792581839907,0.00068,0.07220691599999896,272,16,60,960
18,0.2675963342189789,0.25558146834373474,0.4028747151692708,0.3948822021484375,0.7326526322643394,0.7480265165227603,0.00068,0.0669992910000019,288,16,60,960
19,0.2687017023563385,0.25622743368148804,0.4027944742838542,0.3951776529947917,0.7323861996533749,0.747371818371443,0.00068,0.07298566699999753,304,16,60,960
20,0.2644677460193634,0.2559763491153717,0.40003914388020834,0.395401123046875,0.7354075709597399,0.7476400393688998,0.00068,0.0782334579999997,320,16,60,960
21,0.2665260136127472,0.25521716475486755,0.40191389973958336,0.3946853841145833,0.7333402582921464,0.748385915021146,0.00068,0.07527600000000234,336,16,60,960
22,0.2670435905456543,0.2562171220779419,0.40271663411458336,0.39504134114583334,0.732573134279767,0.7473967724247859,0.00068,0.07515650000000562,352,16,60,960
