input_0,input_1,input_2,input_grad_0,input_grad_1,input_grad_2,output_0,output_1,output_2
-0.09593831,-0.302116,0.13322437,0.501011,0.36637744,0.58994985,-0.09261862,0.07246601,-0.037948854
0.9803671,-2.2248893,0.5405227,0.3777827,0.30373478,0.48004952,0.9386235,0.5361005,-1.4510254
0.3317616,-1.0140123,0.5122451,0.27960467,0.25106692,0.5039392,0.29756698,0.41871762,-0.58149254
-0.08292435,-0.42628863,-0.7800372,0.7083434,0.3866146,0.66732466,-0.012873746,-0.5254348,-0.10645452
0.075794175,0.6633419,0.14723118,0.41521132,0.25645918,0.61298263,0.079452984,0.11363591,0.19267136
0.048733197,0.018799076,-1.6722102,0.3434467,0.2534586,0.63940024,0.0706337,-1.0562557,-0.026450515
-0.46314335,0.33490658,-0.11406624,0.486279,0.36555505,0.6771356,-0.37941396,-0.15119815,0.3946097
-0.27473655,-0.15661913,1.1576906,0.55780715,0.5395353,0.8503052,-0.24883413,0.6595742,0.14681527
0.520974,-0.85406935,-0.31279075,0.524931,0.28001916,0.67872244,0.4199177,-0.10949213,-0.5711553
-0.29969808,0.2994393,0.46740922,0.39807227,0.62685454,0.6892883,-0.24193001,0.24494141,0.2899958
0.261358,-1.0110945,-0.02642165,0.59328055,0.3511052,0.7499385,0.25292405,0.013346188,-0.51681453
-0.17009303,-0.6636515,0.3032353,0.5143559,0.36465082,0.5969223,-0.17665976,0.14779347,-0.09744133
-0.61563104,0.7540519,0.48052478,0.32101893,0.22016232,0.655634,-0.5490491,0.22702368,0.6771388
-0.93461084,0.30974478,-0.6391816,0.43626273,0.33973485,0.6089812,-0.8314077,-0.5269468,0.6852802
0.8186953,-0.31606168,1.8739507,0.39295807,0.1712429,0.52475923,0.67686737,1.2987856,-0.6087221
-1.0147709,1.2240152,0.8840645,0.31617638,0.21874106,0.68883127,-0.840855,0.40361705,1.0395422
-1.0608431,-0.06755661,0.41281444,0.36517042,0.4373061,0.61896855,-0.9242055,0.06845672,0.62389207
-0.24095973,-1.2191056,-0.23666342,0.5870018,0.4694385,0.7364749,-0.26051104,-0.29851347,-0.25570083
-0.25489148,0.27956948,0.39027634,0.4385234,0.45327985,0.5744407,-0.20119792,0.19806638,0.24930656
-1.3531073,0.9795871,-0.72195464,0.39366704,0.46490473,0.71154726,-1.2167447,-0.63365084,1.2032567
-1.3594916,0.7021529,-0.37270898,0.39907736,0.4992963,0.7145568,-1.2266537,-0.41659075,1.1074756
0.5744028,-1.1105218,0.80609185,0.39819252,0.33867583,0.5841753,0.5057229,0.6467437,-0.7881899
-3.2930667,2.9801376,-1.1915461,0.27905256,0.19844785,0.53699183,-2.9742577,-1.2090626,3.146943
1.5448943,-1.2504972,0.33009163,0.34878632,0.32778352,0.59672576,1.3510178,0.45973375,-1.4059381
-1.2920163,2.030762,2.0279403,0.26088774,0.1919878,0.5504961,-1.0063323,0.9358598,1.3831754
-0.52100706,-0.5937175,-0.8720761,0.52967596,0.37417617,0.49011517,-0.40151083,-0.69935256,0.07525331
1.7010787,-1.5220225,-0.57949775,0.43011293,0.30485034,0.47436956,1.5223266,-0.08469727,-1.5807468
-0.26708776,-0.53053194,-0.31698588,0.5452422,0.57124615,0.5792683,-0.20488757,-0.27066547,-0.044023484
-0.45090348,0.13767193,-0.5054782,0.40402633,0.44811308,0.7399249,-0.3677046,-0.39596108,0.31947047
