fold,target_mode,status,reason,num_pairs_total,num_pairs_valid,mean_abs_delta,median_abs_delta,corr_aligned_vs_sem,same_sign_rate,same_sign_rate_strong_effect,num_pairs_strong_effect,same_sign_rate_sem_effect_present,num_pairs_sem_effect_present
1,observable_state,ok,,132,132,0.03895076646734146,0.026559625629059728,0.9737467244633847,0.25757575757575757,0.6808510638297872,47,0.8055555555555556,36
2,observable_state,ok,,132,132,0.04064862016031493,0.029467014572950114,0.9692879930814707,0.25,0.5849056603773585,53,0.7567567567567568,37
3,observable_state,ok,,132,132,0.034564488498165784,0.026261741330342,0.9781961755936229,0.25,0.6744186046511628,43,0.8709677419354839,31
4,observable_state,ok,,132,132,0.04140482788506397,0.028624319792397927,0.9694718283897266,0.26515151515151514,0.7142857142857143,42,0.8181818181818182,33
5,observable_state,ok,,132,132,0.0337206993822059,0.02278413887947072,0.9828663551263681,0.2803030303030303,0.75,44,0.8823529411764706,34
