,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,2.0,1.0,9.0,2.0,3.0,4.0,8.0,5.0,3.0,0.9,0.8181818181818182,0.8571428571428572,0.65,0.5909090909090909,0.6190476190476191,0.0,0.5
2,1.0,4.0,7.0,1.0,0.0,6.0,6.0,6.0,5.0,0.6363636363636364,0.875,0.7368421052631579,0.5909090909090909,0.8125,0.6842105263157896,0.0,0.0
3,3.0,3.0,7.0,0.0,1.0,6.0,7.0,6.0,6.0,0.7,0.7,0.7,0.65,0.65,0.65,0.0,0.0
4,0.0,4.0,8.0,1.0,1.0,6.0,6.0,5.0,4.0,0.6666666666666666,1.0,0.8,0.5833333333333334,0.875,0.7000000000000001,0.0,0.0
5,4.0,5.0,7.0,0.0,0.0,7.0,9.0,9.0,9.0,0.5833333333333334,0.6363636363636364,0.6086956521739131,0.5833333333333334,0.6363636363636364,0.6086956521739131,1.0,1.0
mean,2.0,3.4,7.6,0.8,1.0,5.8,7.2,6.2,5.4,0.6972727272727273,0.805909090909091,0.7405361229159857,0.6115151515151516,0.7129545454545454,0.6523907595074644,0.2,0.3
std,1.5811388300841898,1.5165750888103102,0.8944271909999159,0.8366600265340756,1.224744871391589,1.0954451150103321,1.3038404810405297,1.6431676725154984,2.3021728866442674,0.12117613102054907,0.14366441038029343,0.0950944476532274,0.035267572256856033,0.12338209147144397,0.039704787153598896,0.447213595499958,0.4472135954999579
