input_0,input_1,input_2,input_grad_0,input_grad_1,input_grad_2,output_0,output_1,output_2
0.8489174,1.2779335,-1.2514166,0.9078598,-0.14790104,0.14720419,0.28620458,0.27932173,0.1850326
2.0167892,-0.056072444,-0.3650985,1.3499207,-1.5713758,0.2578108,1.0580537,1.025162,0.8160851
-0.97681403,1.1701298,-0.2526156,1.0248096,0.23331028,-0.14237538,-0.37535137,-0.3522747,-0.32575244
0.67528874,-0.9176151,0.28545216,3.149619,-2.3523598,0.26595375,0.75333095,0.7117458,0.74194825
0.010541694,1.278239,-0.07989991,1.1074767,0.020811792,-0.003315948,-0.00019748788,0.0032993257,0.002803415
0.67248803,0.44617015,-0.38355845,1.2248826,-0.27606457,0.103136845,0.301912,0.29044554,0.24963239
-0.26110938,-1.645845,0.93168247,8.704648,3.3441477,-0.04109624,-0.66151285,-0.6358512,-0.8014055
-0.48171616,0.3553414,0.50928533,1.4430258,0.20819181,-0.09972112,-0.25134146,-0.23598653,-0.24783644
1.7151997,-1.4066515,1.2372413,5.654279,-11.397347,0.5567193,3.300892,3.1580904,4.1227465
-1.0352498,1.200095,-1.4172932,0.9095076,0.22878733,-0.06175424,-0.37647462,-0.35232767,-0.25065988
0.49054348,0.43198356,0.046133213,1.3341271,-0.21285522,0.06619032,0.22374928,0.21390012,0.21175227
-0.5993704,0.1219629,-1.5469909,1.328028,0.36082232,-0.011619985,-0.3257026,-0.3052216,-0.17878425
1.3601062,-0.8773845,0.8950652,3.2948365,-4.7979746,0.49077085,1.4337935,1.3585354,1.7051746
-0.16071296,0.49719724,-0.8970309,1.1950649,0.055052098,-0.012656078,-0.07880613,-0.06993647,-0.050342374
0.22195113,1.6602021,1.4733636,1.2598742,0.043193236,-0.0037895888,0.089757144,0.0813199,0.09496718
-0.7588896,-0.28111178,-1.5771643,1.6373069,0.7402941,-0.024863854,-0.5135839,-0.48473385,-0.25834298
-0.7601439,0.19982731,0.85264945,1.5272714,0.41187966,-0.13070138,-0.40793577,-0.38425246,-0.44279432
-2.1108582,0.7818976,-0.75046134,0.9693339,0.64219093,-0.16563626,-0.84186816,-0.79971063,-0.6153461
1.4262246,0.2653193,0.852296,1.3398724,-0.8065866,0.24303196,0.68664306,0.64781314,0.77338713
0.83518434,0.85530007,0.7282233,1.2466123,-0.21378244,0.10403949,0.3535089,0.3323407,0.37629706
-1.2883762,-1.3658888,1.261856,5.775488,9.157028,-0.3415639,-2.3311224,-2.2623196,-2.97565
0.47784534,1.2843506,0.9186112,1.2397416,-0.04890449,0.040293217,0.19203718,0.17955554,0.20611694
-0.88329643,-0.082579695,-0.8955514,1.516424,0.6808386,-0.08875807,-0.5202853,-0.49161056,-0.33817196
-0.2128683,-0.24377698,-0.8468761,1.6833771,0.17872174,-0.017106071,-0.13721208,-0.12794936,-0.08459573
1.067711,1.2182205,1.3064456,1.1946095,-0.19010028,0.12272367,0.43551648,0.4057465,0.4960298
1.2214692,-1.5156684,0.45191547,6.2299385,-9.942495,0.9199176,2.7389019,2.6286182,2.849734
1.4122144,-1.4068485,1.4645965,6.0563564,-10.038762,0.22057095,2.7327344,2.5992477,3.558638
0.86283314,-0.9141432,-0.9833648,2.6411,-2.4114363,0.2726696,0.9313396,0.8888634,0.55386776
-0.59543115,-1.4488847,0.8683469,6.608597,5.293791,-0.22992149,-1.195861,-1.1500031,-1.4031409
-0.8670157,-0.4943705,-1.4790514,1.8840597,1.1333534,-0.055704072,-0.6735352,-0.6365735,-0.33667922
0.86319643,-1.0973414,-1.2175301,3.148181,-3.0899737,0.34501174,1.127878,1.0761293,0.6014891
-0.18805766,-0.17131872,1.6447552,2.0346942,0.08041324,-0.012171723,-0.11932044,-0.113379516,-0.15026262
