input_0,input_1,input_2,input_3,input_4,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
0.73825085,1.2229567,-0.6996951,-0.6295079,-0.4810017,0.0,0.0,0.0,0.955437,0.0,0.0,0.0,0.060941402,0.0,0.0,0.0,0.0,0.75178814,1.3677185,0.0,0.3022219,0.0,0.30466026,0.38507158,0.82100666,1.1471517,0.45977414,0.65927047,0.0,0.0,0.0,0.07023251,0.006578424,0.45045903,0.0,0.0,0.6887204,0.124080844,0.12976393,0.18586603,0.74841774,0.224594,0.7285062,0.62779146,0.80819875,0.1812188,0.78092045,0.0,0.5523386,0.53631324,0.0,0.7360506,0.60126024,0.511615,0.58556795,0.047150195,0.17359108,0.9767209,0.8271816,0.63344103,0.4040713,0.22272125,0.5308834,0.08580242,0.0,0.47555143,0.48451215,0.16106385,0.22935446,-0.10301404,0.9714247,-0.47288567
-1.1000701,-0.34850314,1.3060211,-0.676223,0.099734716,0.9059971,0.0,0.15065639,0.0,0.31387153,0.5949522,1.2888758,0.0,0.0,0.8378896,0.20006344,0.6978257,0.17485118,0.07755941,0.0,0.0,0.64288455,0.0,0.0,0.0,0.3281232,0.0,0.5684331,0.22395663,0.24079064,0.97507805,0.0,0.0,0.0,1.0483862,0.79449415,0.0,0.90536356,0.36621553,0.60986763,0.41877607,0.0,0.53390735,0.4397745,0.0,0.3630512,0.25834122,0.0,0.78919995,0.0,0.0,0.43942273,0.0,0.0,0.75946414,0.0,1.3695506,0.32459694,0.4942586,0.6436428,1.2859831,1.2697514,0.0,0.6900866,0.0,0.50240135,1.0582007,0.23988305,1.1813663,0.6791801,-1.0475198,0.14730202
0.6001409,0.63023466,-0.8790787,0.9097475,-0.47802708,0.0,0.23117569,0.46090308,0.6048443,0.0,0.0,0.0,0.7398216,0.16158669,0.0,0.10784002,0.0,0.8272958,1.0312418,0.0,0.0,0.0,0.07343274,0.018048633,0.46506062,0.5882793,0.6066003,0.20804773,0.0,0.15051997,0.0,0.0,0.62551063,0.49172458,0.097331434,0.0,1.1377232,0.07959651,0.42634478,0.5460714,0.9677496,0.0,0.517641,0.7374729,0.8166246,0.4040195,1.0590851,0.0,0.3206661,0.38780755,0.0,0.70064247,0.28373057,0.7836117,0.8273555,0.344317,0.10210222,0.8319034,0.90382934,0.57561886,0.26666355,0.19454129,0.20236698,0.0,0.0,0.67907757,0.13788217,0.2720768,0.2324484,-0.97337866,1.1851064,-0.3498866
1.4253219,-0.9761156,-1.057522,-0.0808804,0.15580407,0.0,0.0,0.0,0.098130964,0.0,0.0,0.7583834,0.43813604,0.0,0.0,0.0,0.0,0.0,0.48569465,0.0,0.0,0.0,0.61484075,0.07616514,0.0,0.6868999,0.07532292,0.0,0.05595839,0.14071462,0.0,0.92354465,0.3037226,0.0,0.0,0.6477543,0.22323456,0.31212017,0.29248613,0.29931763,0.18139431,0.40937638,0.48440182,0.2861516,0.4844493,0.17280109,0.3177712,0.0,0.60980415,0.0,0.0,0.27509838,0.42087144,0.23759213,0.39546573,0.0,0.45591158,0.53297627,0.21447349,0.104328215,0.8497782,0.4730511,0.26072845,0.21775725,0.0,0.17388006,0.48943973,0.41339594,0.54741377,0.59819555,-0.32874447,0.096248925
1.6733396,0.32273114,-0.94280076,-0.807732,-2.0963979,0.06315605,0.22085753,0.0,1.3143945,0.0,0.014722362,0.0,0.6944859,0.08017936,0.0,0.013588559,0.0,0.11345333,1.4928753,0.14242427,0.0,0.0,1.0412074,1.4132164,1.1871765,1.3215687,1.3288249,0.0,0.15511255,0.27368093,0.0,0.0,0.0,1.1386074,0.0,0.0,0.39617318,0.0,0.24315922,0.046088487,0.5142015,0.16120052,0.15986115,1.2139273,1.3656245,0.0,0.8803717,0.0,1.2103934,0.8751673,0.0,0.26494688,0.15484634,0.2133143,1.3979851,0.0,0.38682908,1.5775547,0.7278906,1.0252955,1.1665918,0.17652616,0.34710094,0.0,0.0,0.13546185,1.0221012,0.056600127,0.25070113,0.35581028,0.51094276,-1.754375
-1.0570197,-0.95956844,0.61418027,0.2276905,1.7368402,0.23677161,0.0,0.122540444,0.0,1.0970414,0.04720883,1.3544583,0.0,0.0,0.3282072,0.0,0.57259893,0.29269594,0.0,0.0,0.34397984,1.6547422,0.0,0.0,0.0,0.0,0.0,0.70916426,0.0,0.0,0.9204532,0.5394669,0.27467903,0.0,0.8011936,0.9979999,0.0,1.1197437,0.48928916,1.1158582,0.7559035,0.5773412,0.99763024,0.08075278,0.0,0.9002583,0.08861762,0.0,0.17179926,0.0,0.0,0.7124922,0.2685727,0.5586147,0.7684169,0.0,0.9557432,0.07092759,0.5431743,0.18363023,1.1943473,0.9910747,0.0,0.79068387,0.0,0.8194552,1.0455611,0.8708702,1.5426015,0.29960284,-0.87988484,1.5157114
-1.2191874,-2.5110898,1.5719578,0.7125363,1.5990145,0.92373395,0.0,0.16846627,0.0,1.707932,0.57091564,2.1209621,0.0,0.0,0.8570967,0.09020732,1.4174806,0.0,0.0,0.31345773,0.0,1.656298,0.0,0.0,0.0,0.0,0.0,0.015624255,0.382407,0.9858793,1.428108,0.5080544,0.0,0.0,1.5443538,1.7519325,0.0,1.4354781,0.76322865,1.7252821,0.56621754,0.2092355,0.7138441,0.45536277,0.0,0.85059774,0.0,0.0,0.70026803,0.0,0.0,0.72166383,0.0,0.0,1.6175174,0.0,2.1481194,0.13042277,0.40964428,0.7177737,2.4313254,2.1446187,0.0,1.1036619,0.0,0.6839686,1.899834,0.9280553,1.9206092,0.99028397,-2.3334403,1.1758277
-0.9697358,-1.1227379,1.5748894,1.1120156,1.4032451,0.68801796,0.0,0.44542742,0.0,1.2641095,0.0,1.2012603,0.0,0.3706476,0.5308093,0.32841775,0.8173319,0.46932188,0.0,0.27909583,0.0,1.230104,0.0,0.0,0.0,0.0,0.0,0.15822597,0.0,0.80396223,0.9058206,0.10394802,0.26279718,0.0,1.6188551,1.2429311,0.0,0.8798398,0.8993337,1.5754404,0.85372114,0.0,0.60455024,0.3194329,0.0,0.93132716,0.18946257,0.0,0.22626176,0.0,0.0,0.8883121,0.0,0.26920912,1.2024795,0.0,1.3531082,0.0690196,0.67268586,0.43689346,1.5344408,1.4623803,0.0,0.32224795,0.0,0.8631982,1.1035964,0.5846545,1.3179648,-0.26506504,-1.11299,1.0504961
-0.38747302,-0.7927769,-0.49217707,1.3761973,1.221654,0.0,0.0,0.43080422,0.0,0.9826548,0.0,0.326531,0.31389934,0.0,0.0,0.0,0.0,0.513642,0.0,0.0,0.0020361245,1.0027467,0.0,0.0,0.0,0.0,0.0,0.36047235,0.0,0.21045892,0.18884438,0.24373354,0.9892793,0.0,0.49813658,0.36402833,0.49680316,0.70369834,0.5472207,0.84405255,0.72104394,0.35913065,0.63150877,0.24657795,0.012192685,0.9525129,0.3061625,0.0,0.0,0.044024184,0.0,0.7004367,0.13295396,0.7306588,0.60819924,0.0,0.31069505,0.12711093,0.68203163,0.2515324,0.3500912,0.5956384,0.0,0.09430945,0.0,0.77542603,0.507348,0.6724015,0.78151035,-0.59247065,0.08027211,0.999475
1.5751481,0.3873116,-1.4939564,-0.034242555,-0.78272235,0.0,0.0,0.0,0.9359406,0.0,0.0,0.0,0.77599853,0.0,0.0,0.0,0.0,0.46010956,1.2976649,0.0,0.0,0.0,0.63654184,0.5093308,1.0080531,1.042728,0.7347397,0.12350163,0.0,0.0,0.0,0.28168347,0.3418946,0.45943052,0.0,0.0,0.91798836,0.068956986,0.22580132,0.27504343,0.730577,0.29952684,0.68118006,0.8450187,1.0729806,0.24423626,0.8819352,0.0,0.68349874,0.5435649,0.0,0.563368,0.5120299,0.55108047,0.81942755,0.16370678,0.25987136,1.084549,0.8060503,0.7187158,0.5261549,0.24157119,0.39240843,0.0,0.0,0.44282803,0.4913348,0.32325763,0.30509263,-0.12780261,0.9215038,-0.62751323
-0.32224354,1.5857353,-0.509858,0.4207327,-0.59613115,0.0,0.48213038,0.64786065,0.78986776,0.0,0.0,0.0,0.3006207,0.0,0.0,0.24395195,0.0,1.0960451,1.3174531,0.0,0.09504914,0.0,0.0,0.044393178,0.5332898,0.67373556,0.4406796,0.75527143,0.0,0.0,0.0,0.0,0.32811034,0.6605025,0.31377825,0.0,1.0432453,0.1286639,0.31657094,0.53518146,1.0693711,0.0,0.53688055,0.80631137,0.82343817,0.41023222,1.1345928,0.0,0.37715957,0.45720625,0.0,0.85065496,0.3308902,0.90692997,0.77495086,0.42085972,0.02513145,0.9715528,1.0169238,0.6489022,0.20229153,0.12778899,0.28346524,0.0,0.0,0.8431665,0.15178587,0.0071313083,0.11496339,-1.1170723,1.5418081,-0.52036834
-0.11626679,0.24011442,-0.48435265,-0.8800019,0.0586454,0.0,0.0,0.0,0.23808432,0.0,0.04146743,0.6243091,0.0,0.0,0.01057563,0.0,0.0,0.29338354,0.80925167,0.0,0.41202366,0.38648462,0.21508527,0.07215652,0.0,0.73652685,0.0,0.8110913,0.06718077,0.0,0.2859015,0.27238205,0.0,0.0,0.0,0.15826435,0.0,0.36976212,0.075548165,0.13827784,0.4214663,0.33774298,0.5947357,0.14094181,0.259833,0.14694822,0.4166121,0.0,0.55150676,0.0,0.0,0.46195486,0.5464543,0.29427302,0.30096275,0.0,0.3743453,0.62853825,0.50564325,0.18567818,0.5081562,0.29664874,0.37014303,0.5032339,0.0,0.434688,0.5723733,0.18474193,0.56878626,0.49397865,0.113836735,0.06903945
