input_0,input_1,input_2,input_grad_0,input_grad_1,input_grad_2,output_0,output_1,output_2
0.8489174,1.2779335,-1.2514166,0.8672135,-0.38911527,0.08712391,0.29632798,0.29006624,0.18641056
2.0167892,-0.056072444,-0.3650985,1.6645331,-1.5520003,0.28286025,1.164027,1.1306146,0.89989644
-0.97681403,1.1701298,-0.2526156,1.1055939,0.34120613,-0.12963013,-0.37463635,-0.3577813,-0.32382214
0.67528874,-0.9176151,0.28545216,2.9387183,-2.1423278,0.17645371,0.6490165,0.6055896,0.64497167
0.010541694,1.278239,-0.07989991,1.0667908,0.035306334,-0.00669796,0.013500448,0.0041070506,0.017900068
0.67248803,0.44617015,-0.38355845,1.2852037,-0.28371114,0.032137714,0.3364304,0.3166525,0.25323167
-0.26110938,-1.645845,0.93168247,8.655275,4.4179897,-0.06274685,-0.7041104,-0.6903619,-0.85163957
-0.48171616,0.3553414,0.50928533,1.4655596,0.22832617,-0.11201936,-0.24153231,-0.23281467,-0.2707884
1.7151997,-1.4066515,1.2372413,5.8468046,-13.602645,0.7162943,3.2119071,3.059278,4.13295
-1.0352498,1.200095,-1.4172932,0.96128565,0.32220346,-0.053171925,-0.40603897,-0.38855997,-0.19745724
0.49054348,0.43198356,0.046133213,1.37041,-0.19327065,0.007869296,0.24617004,0.22581863,0.20480318
-0.5993704,0.1219629,-1.5469909,1.3728539,0.28688526,-0.023520924,-0.32655865,-0.312626,-0.14484803
1.3601062,-0.8773845,0.8950652,3.3064842,-4.101974,0.4676478,1.2940587,1.2065672,1.5974994
-0.16071296,0.49719724,-0.8970309,1.2793167,0.050952785,-0.041123778,-0.06555462,-0.06763425,-0.033979874
0.22195113,1.6602021,1.4733636,1.1619395,0.05947589,-0.043656014,0.08814642,0.07281477,0.09407054
-0.7588896,-0.28111178,-1.5771643,1.5592283,0.5496049,-0.03003671,-0.49294093,-0.46523267,-0.22005111
-0.7601439,0.19982731,0.85264945,1.5503538,0.40109023,-0.14400198,-0.4041289,-0.38500476,-0.46726447
-2.1108582,0.7818976,-0.75046134,1.1081886,0.6139543,-0.21385238,-0.9051622,-0.84684247,-0.6571366
1.4262246,0.2653193,0.852296,1.564949,-0.8625717,0.23725295,0.7147935,0.6639307,0.8184573
0.83518434,0.85530007,0.7282233,1.2459726,-0.27614355,0.074737735,0.35682145,0.32562187,0.37119028
