epoch,train_loss,val_loss,lr,batches_per_epoch,effective_epochs,effective_updates
1,0.8370023965835571,0.798718273639679,0.0008,16,60,960
2,0.7560837268829346,0.7338660359382629,0.0008,16,60,960
3,0.7478354573249817,0.7264707088470459,0.0008,16,60,960
4,0.7428890466690063,0.7260423898696899,0.0008,16,60,960
5,0.7417228817939758,0.7263668775558472,0.0008,16,60,960
6,0.7372286319732666,0.7241353988647461,0.0008,16,60,960
7,0.7394922375679016,0.7274595499038696,0.0008,16,60,960
8,0.7342272996902466,0.7269316911697388,0.0008,16,60,960
9,0.7344229221343994,0.7275402545928955,0.0008,16,60,960
10,0.7353775501251221,0.728166937828064,0.0008,16,60,960
11,0.729828953742981,0.723991870880127,0.0008,16,60,960
12,0.7341353297233582,0.7282544374465942,0.00068,16,60,960
13,0.7293174266815186,0.7246172428131104,0.00068,16,60,960
14,0.730646014213562,0.7277620434761047,0.00068,16,60,960
15,0.7278558611869812,0.7277796864509583,0.00068,16,60,960
16,0.7247648239135742,0.727020263671875,0.00068,16,60,960
17,0.7287038564682007,0.7270660400390625,0.00068,16,60,960
18,0.7284381985664368,0.727760910987854,0.00068,16,60,960
19,0.7297791242599487,0.7283539772033691,0.00068,16,60,960
20,0.7254683971405029,0.7281588315963745,0.00068,16,60,960
21,0.7253321409225464,0.7275987863540649,0.00068,16,60,960
22,0.7262441515922546,0.7273579239845276,0.00068,16,60,960
