epoch,train_loss,val_loss,lr,batches_per_epoch,effective_epochs,effective_updates
1,0.9614762663841248,0.8517391681671143,0.001,16,40,640
2,0.8076115250587463,0.6879218816757202,0.001,16,40,640
3,0.6398162245750427,0.5178675055503845,0.001,16,40,640
4,0.48280632495880127,0.3927849531173706,0.001,16,40,640
5,0.3877515494823456,0.3416891098022461,0.001,16,40,640
6,0.35378625988960266,0.328620970249176,0.001,16,40,640
7,0.3466622829437256,0.32408398389816284,0.001,16,40,640
8,0.34374213218688965,0.3228396773338318,0.001,16,40,640
9,0.3415687680244446,0.3219297528266907,0.001,16,40,640
10,0.34152287244796753,0.32181328535079956,0.00085,16,40,640
11,0.34014472365379333,0.32141607999801636,0.00085,16,40,640
12,0.34041082859039307,0.3211679458618164,0.00085,16,40,640
13,0.339555561542511,0.3211263418197632,0.00085,16,40,640
14,0.3400123119354248,0.32112228870391846,0.00085,16,40,640
15,0.33930930495262146,0.32115137577056885,0.00085,16,40,640
16,0.33848145604133606,0.3209349513053894,0.00085,16,40,640
17,0.3386141061782837,0.32191115617752075,0.00085,16,40,640
18,0.33970385789871216,0.32083672285079956,0.00085,16,40,640
19,0.3386603891849518,0.3214082419872284,0.00085,16,40,640
20,0.33916687965393066,0.3209080696105957,0.0007224999999999999,16,40,640
21,0.3375747501850128,0.32190775871276855,0.0007224999999999999,16,40,640
22,0.3386358618736267,0.32117098569869995,0.0007224999999999999,16,40,640
