fold,target_mode,status,reason,num_pairs_total,num_pairs_valid,mean_abs_delta,median_abs_delta,corr_aligned_vs_sem,same_sign_rate,same_sign_rate_strong_effect,num_pairs_strong_effect,same_sign_rate_sem_effect_present,num_pairs_sem_effect_present
1,observable_state,ok,,30,30,0.17051064400879776,0.026115319038892342,0.9200079593280547,0.26666666666666666,0.5333333333333333,15,0.7272727272727273,11
2,observable_state,ok,,30,30,0.06349896613081649,0.054485598136412794,0.998551902987653,0.26666666666666666,0.4444444444444444,18,0.8888888888888888,9
3,observable_state,ok,,30,30,0.17293616886690816,0.028477438187959198,0.8319505005201012,0.23333333333333334,0.5384615384615384,13,0.875,8
4,observable_state,ok,,30,30,0.10540059445258243,0.01470640602323535,0.9631623368861351,0.26666666666666666,0.7272727272727273,11,1.0,8
5,observable_state,ok,,30,30,0.31633815018564465,0.03552948516101561,0.4729501661386325,0.23333333333333334,0.4117647058823529,17,0.875,8
