epoch,train_loss,val_loss,train_mae,val_mae,train_r2,val_r2,lr,epoch_seconds,cumulative_updates,batches_per_epoch,effective_epochs,effective_updates
1,0.8972634673118591,0.7402691841125488,0.7199217122395833,0.6554537760416667,0.0998445930778723,0.2205257619630856,0.001,17.927105874999995,16,16,40,640
2,0.7039352655410767,0.5826624035835266,0.630693603515625,0.5701717529296875,0.2940598406944882,0.3863890809923709,0.001,0.053230583000001275,32,16,40,640
3,0.5544196963310242,0.46064692735671997,0.5500569254557292,0.4990574951171875,0.44377812345205536,0.5149938712105819,0.001,0.04833595800000978,48,16,40,640
4,0.4360511600971222,0.3661652207374573,0.4802352294921875,0.43874320475260414,0.562452925799421,0.6145921146794691,0.001,0.049740958000001,64,16,40,640
5,0.3619043827056885,0.32051366567611694,0.4336371256510417,0.4089561360677083,0.6374573168141108,0.6627357219953013,0.001,0.043686457999996264,80,16,40,640
6,0.3218589425086975,0.29106655716896057,0.40716215006510414,0.3873490397135417,0.6767400564279933,0.6937908417612471,0.001,0.05385437500000023,96,16,40,640
7,0.29812315106391907,0.27343833446502686,0.38838077799479165,0.37501310221354167,0.7011190168360197,0.712373829967912,0.001,0.051424124999996934,112,16,40,640
8,0.2834555506706238,0.26232102513313293,0.376312255859375,0.3666187744140625,0.7162109615833046,0.7240876400304479,0.001,0.0511974580000043,128,16,40,640
9,0.2736290991306305,0.255416601896286,0.36699064127604164,0.3607252604166667,0.7264917748854327,0.7313433454256852,0.001,0.0464933330000008,144,16,40,640
10,0.2678723931312561,0.25158172845840454,0.3601702067057292,0.356884521484375,0.7331432445846457,0.7353662482467636,0.00085,0.04523529200000098,160,16,40,640
11,0.2632307708263397,0.2498338669538498,0.35627669270833334,0.3549813639322917,0.7368580674293819,0.7371997579291539,0.00085,0.05653208299999335,176,16,40,640
12,0.26084470748901367,0.24815340340137482,0.3542217610677083,0.353310302734375,0.738908639636087,0.7389590243993787,0.00085,0.045001041000006126,192,16,40,640
13,0.26041531562805176,0.247503399848938,0.3527138671875,0.35259419759114585,0.7402117413037365,0.7396399762031456,0.00085,0.0483164160000058,208,16,40,640
14,0.25891029834747314,0.24777233600616455,0.35195182291666666,0.35271541341145835,0.7411512718680855,0.7393582288877532,0.00085,0.048594874999992044,224,16,40,640
15,0.25805291533470154,0.246265709400177,0.35094547526041664,0.3514910481770833,0.7419279401584915,0.7409214264653934,0.00085,0.047361582999997154,240,16,40,640
16,0.25749513506889343,0.2458275854587555,0.35025968424479165,0.350837158203125,0.7426120262200957,0.7413963945778357,0.00085,0.04638574999999889,256,16,40,640
