,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,1.0,1.0,10.0,3.0,2.0,5.0,7.0,5.0,2.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.6818181818181818,0.6818181818181818,0.6818181818181818,0.0,0.0
2,1.0,5.0,7.0,1.0,0.0,6.0,7.0,7.0,6.0,0.5833333333333334,0.875,0.7000000000000001,0.5416666666666666,0.8125,0.65,0.0,0.0
3,2.0,1.0,8.0,1.0,2.0,5.0,6.0,4.0,3.0,0.8888888888888888,0.8,0.8421052631578948,0.7222222222222222,0.65,0.6842105263157895,0.0,0.0
4,0.0,3.0,8.0,1.0,1.0,6.0,5.0,4.0,3.0,0.7272727272727273,1.0,0.8421052631578948,0.6363636363636364,0.875,0.7368421052631579,0.0,0.0
5,5.0,3.0,6.0,0.0,0.0,6.0,8.0,8.0,8.0,0.6666666666666666,0.5454545454545454,0.6,0.6666666666666666,0.5454545454545454,0.6,1.0,1.0
mean,1.8,2.6,7.8,1.2,1.0,5.6,6.6,5.6,4.4,0.7550505050505051,0.8259090909090908,0.7786602870813397,0.6497474747474746,0.7129545454545454,0.6705741626794259,0.2,0.2
std,1.9235384061671346,1.6733200530681511,1.4832396974191326,1.0954451150103324,1.0,0.5477225575051662,1.140175425099138,1.816590212458495,2.5099800796022267,0.14116590767044124,0.1724549288345765,0.12566783208146184,0.06787482326685489,0.13148861623101488,0.05026884522683557,0.447213595499958,0.447213595499958
