,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,4.0,0.0,11.0,7.0,2.0,2.0,13.0,11.0,4.0,1.0,0.7333333333333333,0.846153846153846,0.5909090909090909,0.43333333333333335,0.5,0.18181818181818182,0.2
2,3.0,0.0,12.0,5.0,6.0,1.0,14.0,8.0,3.0,1.0,0.8,0.888888888888889,0.5416666666666666,0.43333333333333335,0.4814814814814815,0.08333333333333333,0.26666666666666666
3,6.0,0.0,9.0,3.0,5.0,1.0,14.0,9.0,6.0,1.0,0.6,0.7499999999999999,0.5555555555555556,0.3333333333333333,0.4166666666666667,0.1111111111111111,0.23333333333333334
4,4.0,0.0,11.0,6.0,5.0,0.0,15.0,10.0,4.0,1.0,0.7333333333333333,0.846153846153846,0.5,0.36666666666666664,0.423076923076923,0.0,0.16666666666666666
5,7.0,1.0,8.0,4.0,3.0,1.0,15.0,12.0,8.0,0.8888888888888888,0.5333333333333333,0.6666666666666667,0.5,0.3,0.37499999999999994,0.125,0.16666666666666666
mean,4.8,0.2,10.2,5.0,4.2,1.0,14.2,10.0,5.0,0.9777777777777779,0.6799999999999999,0.7995726495726496,0.5376262626262627,0.37333333333333335,0.4392450142450143,0.10025252525252526,0.20666666666666664
std,1.6431676725154984,0.447213595499958,1.6431676725154984,1.5811388300841898,1.6431676725154984,0.7071067811865476,0.8366600265340756,1.5811388300841898,2.0,0.04969039949999535,0.10954451150103323,0.09005339281965728,0.03875666225957949,0.059628479399994404,0.050925676886606444,0.06655849044058632,0.04346134936801766
