input_0,input_1,input_2,input_3,input_4,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
-0.2561185,0.5992173,-1.4563909,1.2730765,2.033168,0.6196057,0.28957903,1.5031731,0.75209004,2.1907156,0.0,1.3557547,1.3692137,2.022849,0.88650405,0.0,1.8876473,0.0,0.0,1.2298479,0.0,1.1591511,0.0,0.0,1.348155,0.0,0.0,1.2440497,0.23108876,0.0,0.0,0.0,0.42032707,1.1069596,0.0,0.0,1.5303706,1.533495,0.17076351,0.0,1.114792,0.03713432,0.9438564,0.37513092,0.0,0.96099174,1.2294301,2.1598341,0.93137145,0.05111225,0.0,1.0630283,1.6595298,0.0,1.2834095,0.0,1.1167486,1.4089316,0.0,1.7392002,0.0,0.16507721,0.0,0.8998475,1.1711855,2.2472606,1.790736,1.3431673,0.5346509,1.033775,-1.6311095,-2.2730217
1.3138692,0.24792539,-0.08720072,-0.39061555,0.11531006,0.26154134,0.0,0.1236898,0.72224915,0.55469835,0.0,0.0,0.6216114,0.5860484,0.7814302,0.6129053,0.9467071,0.0,0.35631174,0.15640178,0.29179427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2355186,0.9095234,0.0,0.89629525,0.0,0.2124344,0.0,0.0,0.107920565,0.22993615,0.0,0.52504915,0.5639541,0.044033825,0.49629837,0.65300983,0.44180626,0.04471939,0.3021153,0.5438441,0.30047256,0.0,0.6237997,0.06984114,0.37157074,0.16665508,0.08468029,0.23475817,0.9018418,0.0,1.001685,0.0,0.5270294,0.0,0.20876291,0.21765605,0.8908336,0.25130096,0.5895013,0.104473524,-0.68598795,-0.16036573,-0.13830742
-1.0882508,-1.2239376,-2.199839,0.6923442,0.39913577,0.0,0.22881383,0.9868061,0.0,1.5832295,0.0,1.8679986,0.0,1.712451,0.0,0.024021104,0.75916916,0.83567643,0.0,0.06669682,0.0,0.44470364,0.92798156,0.31235868,0.8048588,0.8614556,0.0,0.69339454,0.5245361,0.0,0.0,0.55539495,0.36827704,0.47694767,0.0,0.0,2.0869308,0.6085989,0.3733508,0.0,0.984205,1.0106603,0.79217905,1.0222335,0.0,1.1042907,0.8063723,1.7854385,1.5393064,0.0,0.0,0.1638535,1.7588642,0.097480975,0.90331924,0.0,0.3261878,0.88234967,0.0,1.0123087,0.0,0.0,0.0,0.32758874,1.0371264,1.1279615,1.6272126,0.42810106,0.4408733,0.76656705,0.19308853,-1.4137772
-0.074066855,0.091441944,0.7439262,-0.043301746,-0.73972076,0.15420432,0.29759997,0.0,0.12406623,0.0,0.5523709,0.0,0.0,0.0,0.4724381,0.0,0.0,0.22696823,0.42040583,0.0,0.09854999,0.0,0.0,0.03798051,0.0,0.0,0.17985795,0.0,0.0,0.56919706,0.30429214,0.5934303,0.14870635,0.21919313,0.0,0.3897988,0.0,0.0,0.78906494,0.0,0.041341886,0.71561426,0.15070286,0.21421364,0.50661945,0.24142432,0.13144337,0.15011716,0.39802584,0.3701068,0.0,0.20500633,0.21575804,0.44382313,0.20409511,0.76306343,0.0,0.0,0.0,0.15061393,0.0,0.47331315,0.0,0.48790953,0.0,0.14788094,0.09440818,0.35811457,0.74403954,0.06308997,0.44600278,0.8980829
0.44285196,1.0650362,0.21093352,-0.11403108,-0.27346233,0.0,0.0,0.01634714,0.76922756,0.15667838,0.27421072,0.0,0.3566232,0.081667304,0.97901464,0.0,0.71666425,0.0,0.40606317,0.0,0.16017452,0.0,0.0,0.0,0.0,0.0,0.0,0.13206561,0.0,0.055591173,0.5138107,0.0,0.70611304,0.558871,0.017770648,0.095722646,0.0,0.0771557,0.45612377,0.0,0.23637068,0.4800907,0.04873018,0.2263123,0.4665255,0.1358243,0.06428442,0.4037279,0.21885136,0.49010694,0.0,0.5610534,0.077383146,0.15615526,0.26204365,0.35010558,0.07901499,0.46917003,0.0,0.6466666,0.0,0.5340065,0.0,0.41911486,0.028983198,0.50292826,0.27832016,0.4372184,0.47950843,-0.20335372,-0.20782256,0.28512785
-1.9687793,0.16015331,1.0539014,1.2745123,1.3885081,1.3066778,1.706182,0.31438395,0.518308,0.9742721,0.21935323,0.9455766,0.0,0.31821707,0.3304587,0.0,0.43139797,0.0,0.0,0.0,0.0,1.0308285,0.08356953,0.0,1.320397,0.0,0.16153996,0.0,0.0,0.0,0.0,0.085261814,0.0,1.3899126,0.0,0.9400092,0.92636,1.1784452,0.6021654,0.0,0.29503095,0.676337,1.0535358,0.0,0.012617886,0.347332,1.1222094,1.4927773,0.42893127,0.068390824,0.0,0.80387425,0.5936818,0.044819504,0.86961555,0.5799215,0.058627166,0.12315506,0.0,0.806814,0.0,0.02873297,0.0,1.2244812,0.6456507,1.4742817,1.2080933,0.69101477,1.2516246,1.5097709,-1.0041318,-0.5098811
0.21263392,-0.9666058,1.5348723,-0.2881619,0.050711945,1.0869726,1.1130979,0.0,0.27712134,0.08942029,0.43091878,0.0,0.0,0.0,0.05531764,0.03511679,0.0,0.035169423,0.3024275,0.0,0.36321023,0.0,0.0,0.0,0.0,0.0,0.4941718,0.0,0.0,0.9782644,0.33348376,0.51898,0.0,0.0,0.0,0.0,0.0,0.3010485,0.73783624,0.0,0.33273032,0.7848732,0.26622903,0.22525081,0.71980315,0.565091,0.27165937,0.28523436,0.6778272,0.44338077,0.0,0.5455435,0.00026523322,0.5843955,0.06473387,0.84355295,0.0,0.0,0.0,0.35514456,0.0,0.50723594,0.0,0.56230575,0.0,0.42858958,0.30147907,0.64899427,0.61214304,-0.25499102,0.3438192,0.8578927
0.5819477,0.30776727,-0.30712342,-0.16380897,0.47351652,0.21730907,0.18450774,0.336172,0.72972345,0.7758892,0.0,0.13019669,0.6283728,0.763121,0.6232869,0.32058176,1.0654844,0.0,0.0,0.1465731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25635487,0.0,0.0,0.40807265,0.0,0.5578708,0.2819945,0.0,0.0,0.059359267,0.22685197,0.009155355,0.0,0.4725327,0.24789062,0.07944308,0.4704724,0.28859693,0.3983664,0.12002142,0.62023604,0.39023948,0.19742629,0.0,0.6661503,0.31700027,0.12974127,0.20926474,0.058055162,0.37101817,0.7509297,0.0,0.99749804,0.0,0.35845715,0.0,0.30402666,0.30094567,1.0106001,0.47933322,0.48997283,0.08535662,-0.29730842,-0.44676387,-0.55991125
1.5801871,1.2866017,-0.8812739,-0.9586086,-0.2931241,0.0,0.0,0.28335875,1.1226796,0.32513422,0.0,0.0,1.2083521,0.6404717,1.0513657,0.7473318,1.4296594,0.0,0.31321472,0.0,0.4308571,0.0,0.0,0.0,0.0,0.0,0.0,0.6493429,0.0,0.00078482553,1.3963575,0.0,1.6821657,0.24456888,0.5186587,0.0,0.0,0.0,0.09002207,0.0,0.9692751,0.78375894,0.10175356,0.6739548,0.99477553,0.34139508,0.0,0.5604372,0.62784284,0.5029732,0.0,1.1011049,0.0,0.655859,0.1377457,0.13715728,0.4772584,1.4345533,0.0,1.3048257,0.0,0.55275595,0.0,0.18188004,0.33132684,1.0431918,0.44696996,0.77823335,0.24754092,-1.0928816,-0.3271532,-0.27210602
-1.1804949,0.21359587,-0.97082746,1.5151279,1.5400137,0.6079222,0.6333711,1.1736909,0.2474247,1.8203056,0.0,1.4748532,0.43769762,1.5157888,0.55774325,0.0,1.2013233,0.0,0.0,0.6307974,0.0,1.1798661,0.2770573,0.0,1.4536337,0.0,0.0,0.85230505,0.07482737,0.0,0.0,0.0,0.0,1.2402035,0.0,0.32617208,1.6417875,1.3011012,0.37227362,0.0,0.7384595,0.3338428,1.0108306,0.30898964,0.0,0.8298476,1.3955011,1.96815,0.8612823,0.0,0.0,0.8179288,1.4488441,0.0,1.2635732,0.0,0.6343636,0.7907414,0.0,1.3129761,0.0,0.0,0.0,0.9586108,1.0389715,1.8536866,1.5905159,0.9649947,0.78279257,1.3843884,-1.1608922,-1.6828924
