,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,0.0,3.0,4.0,1.0,1.0,2.0,5.0,4.0,3.0,0.5714285714285714,1.0,0.7272727272727273,0.42857142857142855,0.75,0.5454545454545454,0.0,0.0
2,0.0,3.0,5.0,0.0,2.0,3.0,5.0,3.0,3.0,0.625,1.0,0.7692307692307693,0.5,0.8,0.6153846153846154,0.0,0.0
3,0.0,4.0,4.0,0.0,2.0,2.0,6.0,4.0,4.0,0.5,1.0,0.6666666666666666,0.375,0.75,0.5,0.0,0.0
4,1.0,3.0,5.0,0.0,0.0,5.0,4.0,4.0,4.0,0.625,0.8333333333333334,0.7142857142857143,0.625,0.8333333333333334,0.7142857142857143,0.0,0.0
5,0.0,3.0,4.0,1.0,1.0,2.0,5.0,4.0,3.0,0.5714285714285714,1.0,0.7272727272727273,0.42857142857142855,0.75,0.5454545454545454,0.0,0.0
mean,0.2,3.2,4.4,0.4,1.2,2.8,5.0,3.8,3.4,0.5785714285714285,0.9666666666666668,0.720945720945721,0.4714285714285714,0.7766666666666666,0.5841158841158841,0.0,0.0
std,0.447213595499958,0.4472135954999579,0.5477225575051662,0.5477225575051662,0.8366600265340756,1.3038404810405297,0.7071067811865476,0.44721359549995787,0.5477225575051661,0.05144592961031405,0.07453559924999298,0.0367494194789294,0.09665977573374541,0.03836954811073781,0.08364627668995324,0.0,0.0
