input_0,input_1,input_2,input_3,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
-0.35105833,0.58783686,-0.7184108,-0.6089291,0.0,0.0,0.0,0.42804876,0.0,0.0,0.54166615,0.82640934,0.56009674,0.0,0.011690557,0.0,0.0,0.16536081,0.22990827,0.0,0.0,0.6458093,0.0,0.30443195,0.7448838,0.0,0.39930996,0.0,0.035838038,0.43741643,0.0,0.0,0.10621694,0.20135415,0.6080508,0.0,0.0,0.060440823,0.6844151,0.523821,0.0,0.63496876,0.4624172,0.24762313,0.06802886,0.5126153,0.8487256,0.51033187,0.0,0.24984257,0.3578624,0.39845645,0.0,0.29131195,0.46982747,0.36571446,0.31685108,0.07447052,0.28743893,0.4588796,0.92411935,0.3274512,0.0823576,0.33187068,0.05770103,0.0,0.0032152683,0.57926303,-0.16789857,0.38294396,-0.6791227
-1.2441679,0.81593156,0.5006581,1.1793163,0.0,0.0,0.0,0.88846517,0.0,0.5290779,0.29868785,0.0,0.13131835,0.0,0.8743936,0.08149405,0.35103846,0.14038932,1.4869342,0.31549293,0.0,1.2807595,0.46195984,0.0,0.0,0.0,0.0,0.16940871,0.0,0.36185467,0.47644758,0.23283991,0.0,1.0889617,0.26137096,0.0,0.21305346,0.37051305,0.489258,0.54078925,0.0,0.6692022,0.5561625,0.058859356,0.42901856,0.51214576,0.581724,0.36569667,0.0,0.24295303,0.7134952,0.0,0.0,0.8279846,0.1706745,1.0545056,0.0,0.12340989,0.4264257,0.0,0.5515431,0.90974236,0.79165286,0.0,0.9152291,0.0,0.94517154,0.0,0.44432667,0.9728653,0.7656579
0.13482742,0.076806374,1.3411378,-0.16696742,0.0,0.0,0.0,0.22264735,0.0,0.0,0.3446389,0.0,0.4120102,0.0,0.94286394,0.43587685,0.0,0.061591282,0.4806151,0.5612282,0.528409,0.0,0.0,0.094488665,0.0,0.0,0.026044667,0.5639096,0.0,0.0,0.45160228,0.32189927,0.0,0.1209231,0.0,0.0,0.57124656,0.13745898,0.3929007,0.0,0.0,0.004871197,0.5247506,0.0,0.5642029,0.37730992,0.0,0.0,0.038137987,0.16570005,0.4267685,0.29842395,0.0,0.6957604,0.015378396,0.6566309,0.017703462,0.97355324,0.38763607,0.0,0.021824598,0.23491037,0.36693534,0.06605109,0.81762576,0.0,0.51141334,0.23887253,0.8560647,0.011603888,0.85042095
-1.9257191,1.2360909,1.2064332,1.7365856,0.0,0.0,0.0,1.2491376,0.0,1.0183505,0.3569223,0.0,0.079251334,0.0,1.1757861,0.24427098,0.8847372,0.15684222,2.096205,0.2906236,0.0,1.5553534,0.938514,0.0,0.0,0.0,0.0,0.3862285,0.0,0.22256564,0.92584276,0.8343636,0.0,1.6302574,0.0,0.0,0.62081957,0.7518134,0.6925935,0.6027349,0.0,0.9047179,0.9566233,0.0,0.71562994,0.79083794,0.5999163,0.54091525,0.0,0.27699348,1.0231311,0.0,0.0,1.1547959,0.07274993,1.616753,0.0,0.3297757,0.51364803,0.0,0.8373147,1.3478447,1.3773112,0.0,1.4975493,0.0,1.4297314,0.0,0.9817239,1.4971426,1.4657074
0.78750867,-0.3327815,-1.2078887,-0.8656515,0.0,0.30467334,0.04790923,0.0,0.0,0.0,0.25664783,1.1790278,0.43010798,0.4578439,0.0,0.0,0.0,0.08693406,0.0,0.23059362,0.43539682,0.16971715,0.0,1.0122749,1.5320814,0.006325662,0.5148943,0.0,0.29808688,0.49414623,0.0,0.0,0.17158616,0.0,1.0709215,0.733608,0.11888601,0.0,0.5300796,0.65279543,0.0,0.905328,0.3092885,0.5457165,0.010794364,0.5342389,0.9709017,0.7455763,0.11585321,0.37551594,0.7870722,0.90716386,0.3214068,0.0,0.7042707,0.04316236,0.77070105,0.5065733,0.7834707,0.5289571,0.97643965,0.16328529,0.0,0.8347516,0.149465,0.0,0.12820674,1.2192647,-0.67671865,-0.46464482,-1.1872712
0.010079546,-0.1657289,0.1810848,-0.34504145,0.0,0.0,0.0,0.083176844,0.0,0.0,0.29951942,0.37970936,0.2957524,0.0,0.6232647,0.01330984,0.0,0.0,0.17853488,0.38558072,0.24430941,0.11171162,0.0,0.47403634,0.4027196,0.0,0.3411318,0.0067110546,0.0,0.075957164,0.0,0.0,0.0,0.0,0.25542825,0.20235628,0.336463,0.0,0.29576117,0.19089675,0.0,0.32903224,0.21614814,0.3130682,0.23826098,0.17247087,0.2691293,0.28572333,0.022532225,0.2383945,0.50399303,0.3823706,0.0,0.3250834,0.2136049,0.31484327,0.31518456,0.2969024,0.45786604,0.14957346,0.2622283,0.22339576,0.109905615,0.2307924,0.3557678,0.0,0.20786645,0.5312245,-0.08281206,-0.14989977,-0.023984984
-1.0450901,1.0113859,0.5028359,1.0244993,0.0,0.0,0.0,0.93510354,0.0,0.36091748,0.36213756,0.0,0.27696022,0.0,0.73228896,0.18793048,0.3146811,0.26121184,1.4446387,0.20931943,0.0,1.2268349,0.40961182,0.0,0.0,0.0,0.0,0.22314736,0.0,0.2521035,0.51494473,0.21249363,0.0,1.1146973,0.32448864,0.0,0.15513456,0.38736618,0.59799576,0.4909943,0.0,0.65165466,0.68201476,0.0010540783,0.4814363,0.622134,0.58036214,0.26302665,0.0,0.14789067,0.5471807,0.0,0.0,0.9534289,0.10339758,1.0585831,0.0,0.29693004,0.35383847,0.105432406,0.6310094,0.81505567,0.76532996,0.0,0.85938156,0.0,0.9277674,0.0,0.71744007,1.0470033,0.7042637
-0.10154415,0.10704762,0.103926376,0.56038916,0.0,0.0,0.0,0.33485645,0.048628405,0.0,0.15357953,0.013455838,0.17211583,0.0,0.7098178,0.020359924,0.0,0.11476768,0.72423935,0.6189079,0.0,0.6690613,0.0,0.035467476,0.45545313,0.0,0.0,0.18203524,0.0,0.2702455,0.17872746,0.0,0.0,0.3253843,0.59659356,0.3091482,0.1529722,0.13601038,0.3759753,0.39410076,0.0,0.36017972,0.359289,0.22249348,0.32184368,0.2901334,0.27773017,0.0,0.0,0.31446055,0.56728226,0.18903774,0.0,0.42568216,0.32498348,0.47916064,0.037391886,0.38571343,0.45836636,0.0,0.20833404,0.41271657,0.17949665,0.12037966,0.56268144,0.0,0.51789546,0.41100544,0.12236544,0.14380203,0.27908012
1.720531,-2.2405095,-1.6590462,-2.3595734,0.0,1.1652495,1.2557889,0.0,0.0,0.0,0.060011506,2.329991,0.16611168,1.7815675,0.11068761,0.0,0.0,0.0,0.0,0.64026463,1.3603221,0.0,0.0,2.6351283,2.1673255,0.5812321,1.5013442,0.0,1.2936718,0.5020726,0.0,0.0,0.5048043,0.0,0.8475219,1.5952756,0.90529835,0.0,0.35444635,1.6342745,0.0,1.9052552,0.12277818,1.5103644,0.0,0.5213815,1.8088286,1.6067749,0.95262104,0.7329164,1.7621282,1.6977961,1.2957098,0.0,1.1097803,0.0,1.3708916,1.2019744,2.139802,0.9834937,0.9452708,0.11395966,0.0,1.9346534,0.75811535,0.0,0.10713171,2.1917439,-2.0622623,-2.045167,-2.0232472
-0.005089276,-0.5490022,0.5085556,-0.37246,0.0,0.0,0.067341715,0.0,0.0,0.0,0.23009308,0.33186457,0.16094889,0.0,0.8834818,0.0,0.0,0.0,0.08468616,0.59805506,0.33602735,0.0,0.0,0.62704486,0.21377343,0.0,0.44913852,0.07877989,0.0,0.0,0.0,0.0,0.0,0.0,0.0073484182,0.28140864,0.5895326,0.0,0.1516171,0.13820843,0.0,0.27893126,0.11719671,0.3935777,0.2815953,0.03818989,0.08674118,0.29666832,0.11301362,0.27614257,0.622481,0.39794266,0.0,0.3119168,0.14165029,0.30022776,0.31460524,0.36582,0.61113805,0.09857551,0.0,0.22339603,0.18425274,0.21103927,0.53012365,0.0,0.23597974,0.5464914,-0.168255,-0.3976569,0.240984
