,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,2.0,5.0,3.0,2.0,1.0,0.0,10.0,9.0,7.0,0.375,0.6,0.4615384615384615,0.1875,0.3,0.23076923076923075,0.0,0.1
2,2.0,6.0,3.0,3.0,0.0,0.0,11.0,11.0,8.0,0.3333333333333333,0.6,0.42857142857142855,0.16666666666666666,0.3,0.21428571428571427,0.0,0.0
3,3.0,6.0,2.0,2.0,0.0,0.0,11.0,11.0,9.0,0.25,0.4,0.3076923076923077,0.125,0.2,0.15384615384615385,0.0,0.0
4,2.0,4.0,3.0,2.0,1.0,0.0,9.0,8.0,6.0,0.42857142857142855,0.6,0.5,0.21428571428571427,0.3,0.25,0.0,0.1
5,4.0,5.0,1.0,0.0,1.0,0.0,10.0,9.0,9.0,0.16666666666666666,0.2,0.1818181818181818,0.08333333333333333,0.1,0.0909090909090909,0.0,0.1
mean,2.6,5.2,2.4,1.8,0.6,0.0,10.2,9.6,7.8,0.3107142857142857,0.4800000000000001,0.37592407592407595,0.15535714285714286,0.24000000000000005,0.18796203796203798,0.0,0.06000000000000001
std,0.8944271909999159,0.8366600265340756,0.8944271909999159,1.0954451150103324,0.5477225575051662,0.0,0.8366600265340756,1.3416407864998738,1.3038404810405297,0.10364666123656625,0.17888543819998315,0.1302200771990251,0.05182333061828313,0.08944271909999157,0.06511003859951255,0.0,0.05477225575051661
