figure,test,panel,metric,family_label,source,n,rho,p_raw,q_bh
structural_node_count_layered_sparse_linear_tabular,spearman,delta,edge_f1,Layered Sparse Linear SEM,delta,25,0.37101641364062515,0.06786438241154444,0.20359314723463331
structural_node_count_layered_sparse_linear_tabular,spearman,absolute,edge_f1,Layered Sparse Linear SEM,data_truth,25,-0.5819604844073812,0.0022747521540232773,0.013648512924139664
structural_node_count_layered_sparse_linear_tabular,spearman,absolute,edge_f1,Layered Sparse Linear SEM,model_truth,25,-0.1414213562373095,0.500116113085778,0.7021868891821047
structural_node_count_layered_sparse_linear_tabular,spearman,delta,endpoint_f1,Layered Sparse Linear SEM,delta,25,0.11180770057749295,0.594662916876284,0.7021868891821047
structural_node_count_layered_sparse_linear_tabular,spearman,absolute,endpoint_f1,Layered Sparse Linear SEM,data_truth,25,-0.12563518768783072,0.5495767104479976,0.7021868891821047
structural_node_count_layered_sparse_linear_tabular,spearman,absolute,endpoint_f1,Layered Sparse Linear SEM,model_truth,25,0.0804695388778331,0.7021868891821048,0.7021868891821047
