figure,test,panel,metric,family_label,source,n,rho,p_raw,q_bh
structural_node_count_layered_sparse_nonlinear_shallow,spearman,delta,edge_f1,Layered Sparse Nonlinear SEM,delta,25,0.054944225579475606,0.7942056728487037,0.7942056728487037
structural_node_count_layered_sparse_nonlinear_shallow,spearman,absolute,edge_f1,Layered Sparse Nonlinear SEM,data_truth,25,0.054997194092287024,0.7940114491599696,0.7942056728487037
structural_node_count_layered_sparse_nonlinear_shallow,spearman,absolute,edge_f1,Layered Sparse Nonlinear SEM,model_truth,25,0.16112538583783118,0.4416381625113136,0.7942056728487037
structural_node_count_layered_sparse_nonlinear_shallow,spearman,delta,endpoint_f1,Layered Sparse Nonlinear SEM,delta,25,-0.20796310444368185,0.31850126206045193,0.7942056728487037
structural_node_count_layered_sparse_nonlinear_shallow,spearman,absolute,endpoint_f1,Layered Sparse Nonlinear SEM,data_truth,25,0.19252732166378886,0.3565180821744728,0.7942056728487037
structural_node_count_layered_sparse_nonlinear_shallow,spearman,absolute,endpoint_f1,Layered Sparse Nonlinear SEM,model_truth,25,-0.11823951337971518,0.5734953105282755,0.7942056728487037
