figure,test,panel,metric,family_label,source,n,rho,p_raw,q_bh
structural_node_count_layered_sparse_nonlinear_tabular,spearman,delta,edge_f1,Layered Sparse Nonlinear SEM,delta,25,-0.21572774865200242,0.30035365135356346,0.4278216986093673
structural_node_count_layered_sparse_nonlinear_tabular,spearman,absolute,edge_f1,Layered Sparse Nonlinear SEM,data_truth,25,0.054997194092287024,0.7940114491599696,0.7940114491599696
structural_node_count_layered_sparse_nonlinear_tabular,spearman,absolute,edge_f1,Layered Sparse Nonlinear SEM,model_truth,25,-0.26299800511291793,0.20402420388591055,0.4080484077718211
structural_node_count_layered_sparse_nonlinear_tabular,spearman,delta,endpoint_f1,Layered Sparse Nonlinear SEM,delta,25,-0.4589117562233506,0.02102781476099915,0.1261668885659949
structural_node_count_layered_sparse_nonlinear_tabular,spearman,absolute,endpoint_f1,Layered Sparse Nonlinear SEM,data_truth,25,0.19252732166378886,0.3565180821744728,0.4278216986093673
structural_node_count_layered_sparse_nonlinear_tabular,spearman,absolute,endpoint_f1,Layered Sparse Nonlinear SEM,model_truth,25,-0.37668788729421626,0.06344575074524779,0.19033725223574338
