figure,test,panel,metric,family_label,source,n,rho,p_raw,q_bh
structural_node_count_layered_sparse_linear_shallow,spearman,delta,edge_f1,Layered Sparse Linear SEM,delta,25,0.3884593837721605,0.054984649177672824,0.16495394753301848
structural_node_count_layered_sparse_linear_shallow,spearman,absolute,edge_f1,Layered Sparse Linear SEM,data_truth,25,-0.5819604844073812,0.0022747521540232773,0.013648512924139664
structural_node_count_layered_sparse_linear_shallow,spearman,absolute,edge_f1,Layered Sparse Linear SEM,model_truth,25,-0.10209826400444653,0.6272306379852591,0.6272306379852591
structural_node_count_layered_sparse_linear_shallow,spearman,delta,endpoint_f1,Layered Sparse Linear SEM,delta,25,0.23141703946305714,0.2656911543654664,0.5313823087309328
structural_node_count_layered_sparse_linear_shallow,spearman,absolute,endpoint_f1,Layered Sparse Linear SEM,data_truth,25,-0.12563518768783072,0.5495767104479976,0.6272306379852591
structural_node_count_layered_sparse_linear_shallow,spearman,absolute,endpoint_f1,Layered Sparse Linear SEM,model_truth,25,0.18056579455513766,0.3877312141489947,0.5815968212234921
