dataset,metric,view,n,ShallowMLP_median,ShallowMLP_iqr,DeepMLP_median,DeepMLP_iqr,BottleneckMLP_median,BottleneckMLP_iqr,GatedMLP_median,GatedMLP_iqr,ResidualMLP_median,ResidualMLP_iqr,TabularMLP_median,TabularMLP_iqr
Linear SEM,edge_f1,absolute,5,0.8333333333333333,0.12307692307692308,0.8750000000000001,0.048076923076922906,0.8333333333333333,0.07500000000000018,0.7142857142857143,0.08571428571428563,0.923076923076923,0.12307692307692308,0.7999999999999999,0.11904761904761896
Linear SEM,edge_f1,delta,5,0.0,0.08827838827838819,0.04166666666666685,0.04166666666666685,0.04166666666666685,0.1754578754578754,-0.11904761904761896,0.053113553113553036,0.0,0.20000000000000007,-0.08974358974358976,0.11904761904761896
Linear SEM,endpoint_f1,absolute,5,0.4615384615384615,0.10000000000000009,0.4375,0.02403846153846151,0.4375,0.10000000000000009,0.4285714285714285,0.0,0.4666666666666667,0.07692307692307693,0.3999999999999999,0.10439560439560441
Linear SEM,endpoint_f1,delta,5,0.0,0.12747252747252757,-0.0625,0.14583333333333337,-0.0615384615384616,0.050595238095238027,-0.07142857142857151,0.09322344322344328,-0.033333333333333326,0.049633699633699624,-0.11538461538461531,0.1428571428571429
Current Measurement,edge_f1,absolute,5,0.8333333333333333,0.19999999999999984,0.9090909090909092,0.10909090909090902,0.9090909090909092,0.16666666666666674,0.8000000000000002,0.10606060606060608,1.0,0.16666666666666674,0.9090909090909092,0.09090909090909083
Current Measurement,edge_f1,delta,5,-0.05555555555555569,0.0888888888888888,-0.0888888888888888,0.11111111111111105,-0.05555555555555569,0.19999999999999984,-0.16161616161616177,0.14444444444444415,0.0,0.16666666666666674,0.02020202020202022,0.19999999999999984
Current Measurement,endpoint_f1,absolute,5,0.5,0.19999999999999996,0.5454545454545454,0.045454545454545414,0.5454545454545454,0.19999999999999996,0.5,0.045454545454545414,0.7,0.11666666666666659,0.5454545454545454,0.15454545454545454
Current Measurement,endpoint_f1,delta,5,-0.16666666666666652,0.16666666666666652,-0.15454545454545454,0.045454545454545414,-0.15454545454545454,0.19999999999999996,-0.16666666666666652,0.07878787878787885,0.0,0.11666666666666659,-0.1212121212121211,0.18787878787878798
