input_0,input_1,input_2,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
0.15342551,0.7503982,-0.2070309,0.0,0.0,1.0084147,0.0,0.0,1.0342506,0.0,0.0,0.0,0.673601,0.0,0.3691768,0.09464663,0.0,0.1399107,0.45203763,0.14821073,0.38899305,0.04039312,0.4769154,0.5687121,0.0,0.0,0.455648,0.0,0.13336024,0.0,0.571944,0.22128612,0.0,0.047391616,0.80644035,0.0,0.0,0.25878313,1.1601331,0.38218117,0.25868678,0.56618685,0.0,0.49834567,0.0,0.18187882,0.30774638,0.29479858,0.19946922,0.33538717,0.72201294,0.50833464,0.6639996,0.64993453,0.5196222,0.19750771,0.0,0.0,0.47268707,0.0,0.35805738,0.5566376,0.31520104,0.0,0.0,0.0,0.52472043,-0.17118129,-0.476597,-0.15071279
-0.13055801,0.25533357,0.25182357,0.0,0.024467766,0.66865987,0.0,0.0,0.6336777,0.38325346,0.0,0.0,0.25455555,0.0,0.0,0.21067591,0.0,0.0018223673,0.012867697,0.0,0.0,0.3313875,0.50620204,0.2606272,0.0,0.10270637,0.19025154,0.048386566,0.0,0.0,0.05795063,0.5060405,0.0,0.048299707,0.33443004,0.0,0.0,0.48576248,0.58291113,0.17095828,0.105942726,0.23529537,0.09075471,0.32405636,0.00060132146,0.13061771,0.10832208,0.0,0.15681577,0.14955643,0.2891537,0.27881083,0.33933294,0.32740557,0.34592092,0.29680097,0.0,0.0,0.22906275,0.0,0.3768183,0.5182457,0.32649136,0.19921292,0.0,0.0,0.36775282,0.15475279,0.10673495,-0.30867684
0.36040038,-0.3784447,-0.10684141,0.0,0.48663655,0.612019,0.009783238,0.09064177,0.74822384,0.67918587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5744313,0.18295346,0.0,0.10342275,0.0,0.5754965,0.008415282,0.0,0.5701698,0.36397848,0.16313848,0.0,0.22586125,0.38321638,0.2773139,0.1386181,0.0,0.20782815,0.0,0.0,0.5532731,0.49580833,0.32925102,0.31103355,0.24303232,0.11950971,0.41521215,0.28760475,0.41326278,0.13993396,0.09391823,0.46762583,0.12942648,0.30755246,0.0,0.29563904,0.5426431,0.43026042,0.3772191,0.0,0.0,0.56928873,0.0,0.4189115,0.51631916,0.7100675,0.073096395,0.0,0.0,0.23304798,0.11972154,0.10602991,0.19732916
0.9054324,-0.38838923,-0.46171352,0.0,0.53460914,0.8727977,0.46595043,0.28542852,1.0499468,0.5219289,0.0,0.064132854,0.07218779,0.0,0.15475787,0.0,0.0,0.97162354,0.5651239,0.0,0.5284463,0.0,0.7038998,0.0,0.00045778602,0.71847296,0.5448682,0.05410955,0.0,0.0952498,0.8689635,0.024624288,0.48924226,0.0,0.4577762,0.0,0.0,0.49075463,0.7969947,0.46769518,0.5884563,0.41864622,0.14763284,0.528457,0.0,0.5796758,0.23632896,0.35945582,0.6463085,0.357941,0.6114361,0.0,0.48354912,0.8071476,0.6116754,0.47418064,0.0,0.0,1.0343033,0.0,0.47289938,0.5780678,0.78483176,0.0,0.0,0.0,0.26485568,0.011704691,-0.32023257,0.45216185
-0.17040925,-0.40627313,0.43533906,0.0,0.34095338,0.35979557,0.0,0.0,0.36836737,0.8768556,0.03877403,0.0,0.0,0.0,0.0,0.043751948,0.0044860244,0.13328412,0.0,0.0,0.0,0.31396955,0.5345526,0.0,0.016620643,0.43995094,0.07127863,0.20782673,0.0,0.41218868,0.0,0.6237048,0.0,0.0,0.0,0.017760094,0.0,0.77609146,0.25385123,0.17120825,0.11765177,0.053904824,0.2233406,0.26722884,0.66475564,0.332021,0.027227836,0.0,0.3507336,0.028121397,0.0861475,0.12945008,0.21420245,0.26797616,0.28992102,0.4004918,0.0,0.1952202,0.26301295,0.0,0.4139059,0.45935673,0.607991,0.36341292,0.0,0.0,0.26092198,0.30580682,0.58189297,-0.109018594
-1.1328404,-0.09121189,0.8045374,0.0,0.2289882,0.011404872,0.0,0.0,0.016691983,0.92087555,0.39378545,0.0,0.0,0.0,0.0,0.62105507,0.09819244,0.0,0.0,0.0,0.0,1.1545169,0.20931838,0.2882738,0.0,0.027194887,0.0,0.4020278,0.0,0.40920347,0.0,0.93117285,0.0,0.013181411,0.0,0.24901405,0.0,0.8550068,0.36336166,0.16711938,0.120379776,0.21759032,0.567471,0.26073268,1.0178196,0.30639163,0.3081447,0.0,0.23511359,0.14834799,0.204384,0.74243724,0.3086916,0.0589049,0.14850135,0.5058614,0.12924531,0.5780649,0.029018063,0.0,0.5931406,0.45040843,0.57059336,0.637559,0.0,0.0,0.50355875,0.22321421,0.81834316,-0.5580103
-1.3958447,0.56292295,1.522338,0.0,0.0,0.23753625,0.0,0.0,0.0,0.5884158,0.5858295,0.0,0.10963519,0.0,0.0,1.3574511,0.46539217,0.0,0.0,0.0,0.0,1.7583861,0.4166017,0.2354067,0.14853758,0.0,0.0,0.044347204,0.0,0.1626955,0.0,1.3095778,0.0,0.46158293,0.0,0.5542063,0.0,1.0145105,0.42883098,0.0,0.03631491,0.5450637,1.0410117,0.20084605,1.1166049,0.08874963,0.35718906,0.0,0.010982789,0.17879297,0.12574805,0.7949357,0.13292907,0.13208705,0.40113857,0.79834086,0.5148687,0.8350028,0.0,0.0,0.90656656,0.8159962,0.3656658,0.9219631,0.0,0.0,0.74747115,0.74224913,1.3233767,-1.3091894
0.2837435,0.39830485,0.12443654,0.0,0.0,0.94999903,0.0,0.0,0.84972835,0.17048925,0.0,0.048156157,0.41160065,0.0,0.103594944,0.09662254,0.0,0.20705564,0.30149868,0.0,0.137741,0.03509045,0.6730653,0.191191,0.108571865,0.13110343,0.24682277,0.0,0.096868604,0.0,0.3797333,0.3813184,0.0,0.105111934,0.58295846,0.0,0.0,0.4371849,0.7736821,0.20342755,0.15785186,0.3925674,0.044556856,0.3390866,0.0,0.1151865,0.09712576,0.12940346,0.19047424,0.16951719,0.4396717,0.19207542,0.3836731,0.55585945,0.52020204,0.33079803,0.0,0.0,0.4200592,0.0,0.4023165,0.6746643,0.2874996,0.061177626,0.0,0.0,0.36563104,0.19450745,-0.058668748,-0.24726248
-0.13935062,-0.015780307,0.5766704,0.0,0.0,0.5704037,0.0,0.0,0.43118432,0.60659814,0.0490548,0.0,0.029730797,0.0,0.0,0.2779377,0.09787442,0.0,0.0,0.0,0.0,0.42805666,0.63080204,0.0,0.12910944,0.23541825,0.0,0.017109275,0.0,0.18803166,0.0,0.6791953,0.0,0.10388955,0.11143701,0.10293491,0.0,0.78041077,0.31407565,0.04674431,0.020791184,0.13536893,0.3238312,0.18093753,0.42714494,0.1326929,0.0,0.0,0.1656119,0.062391132,0.11036448,0.09858505,0.1656826,0.2862742,0.3551225,0.48168826,0.0,0.20622516,0.18169335,0.0,0.49177203,0.58546776,0.3495743,0.37654448,0.0,0.0,0.2980593,0.51082283,0.61516833,-0.43668532
-2.4404798,-0.5606104,2.848178,0.0,0.0,0.0,0.0,0.0,0.0,1.755791,1.130354,0.0,0.0,0.0,0.0,1.8779215,0.97616005,0.0,0.0,0.0,0.0,2.8009176,0.3989169,0.0,0.2917297,0.0,0.0,0.37500253,0.0,1.2482724,0.0,2.1536355,0.0,0.5167669,0.0,1.0716338,0.0,1.9738144,0.16837244,0.0,0.0,0.469602,1.7156119,0.14381516,2.481594,0.4447758,0.4968192,0.0,0.17465319,0.1266968,0.058388036,1.3426757,0.09046921,0.0,0.49297336,1.5692916,1.1549088,1.6457542,0.0,0.0,1.5673802,1.066985,0.7824184,1.7478721,0.0,0.0,1.1059916,1.2581478,2.7370527,-1.9019237
